year,district,pop_total,pop_swiss,pop_foreign,pop_men_total,pop_men_swiss,pop_men_foreign,pop_women_total,pop_women_swiss,pop_women_foreign,pct_foreign,pct_swiss
1991,110-Riponne/Tunnel,1000,503,497,483.0,206,277,517,297,220,0.497,0.503
1991,1101-Chailly,4478,3011,1467,1923.0,1211,712,2555,1800,755,0.3276,0.6724
1991,1102-Plaisante,1359,1141,218,626.0,516,110,733,625,108,0.1604,0.8396
1991,1103-Bois de Rovéréaz,70,42,28,35.0,20,15,35,22,13,0.4,0.6
1991,1104-Craivavers,647,557,90,308.0,260,48,339,297,42,0.1391,0.8609
1991,1105-Devin,2112,1757,355,955.0,770,185,1157,987,170,0.1681,0.8319
1991,12-Sallaz/Vennes/Séchaud,11875,8256,3619,5439.0,3543,1896,6436,4713,1723,0.3048,0.6952
1991,1201-La Sallaz,2932,1923,1009,1270.0,750,520,1662,1173,489,0.3441,0.6559
1991,1202-Vennes,1337,960,377,652.0,432,220,685,528,157,0.282,0.718
1991,1203-Route de Berne,1147,764,383,536.0,330,206,611,434,177,0.3339,0.6661
1991,1204-Valmont,933,635,298,433.0,278,155,500,357,143,0.3194,0.6806
1991,1205-Grangette,1321,991,330,574.0,447,127,747,544,203,0.2498,0.7502
1991,1206-Praz-Séchaud,1601,1302,299,739.0,563,176,862,739,123,0.1868,0.8132
1991,1207-Ch. des Roches,416,278,138,188.0,109,79,228,169,59,0.3317,0.6683
1991,1208-Grand-Vennes,2188,1403,785,1047.0,634,413,1141,769,372,0.3588,0.6412
1991,13-Sauvabelin,211,164,47,101.0,71,30,110,93,17,0.2227,0.7773
1991,1301-Sauvabelin,60,54,6,34.0,28,6,26,26,0,0.1,0.9
1991,1302-Pré-Fleuri,151,110,41,67.0,43,24,84,67,17,0.2715,0.7285
1991,14-Borde/Bellevaux,9385,6754,2631,4458.0,3000,1458,4927,3754,1173,0.2803,0.7197
1991,1401-Borde,1902,1059,843,959.0,494,465,943,565,378,0.4432,0.5568
1991,1402-Rouvraie,2120,1785,335,998.0,809,189,1122,976,146,0.158,0.842
1991,1403-Bellevaux,4622,3300,1322,2133.0,1405,728,2489,1895,594,0.286,0.714
1991,1404-Rte du Signal,741,610,131,368.0,292,76,373,318,55,0.1768,0.8232
1991,15-Vinet/Pontaise,7278,4716,2562,3286.0,1848,1438,3992,2868,1124,0.352,0.648
1991,1501-Pré-du-Marché,2029,1315,714,851.0,481,370,1178,834,344,0.3519,0.6481
1991,1502-Valentin,2660,1853,807,1159.0,707,452,1501,1146,355,0.3034,0.6966
1991,1503-Pontaise,2589,1548,1041,1276.0,660,616,1313,888,425,0.4021,0.5979
1991,16-Bossons/Blécherette,6200,4545,1655,2922.0,1975,947,3278,2570,708,0.2669,0.7331
1991,1602-Ancien-Stand,847,749,98,387.0,329,58,460,420,40,0.1157,0.8843
1991,1603-Bois-Mermet,37,26,11,20.0,12,8,17,14,3,0.2973,0.7027
1991,1604-Bois-Gentil,3236,2259,977,1507.0,951,556,1729,1308,421,0.3019,0.6981
1991,1605-Bossons,1979,1494,485,950.0,675,275,1029,819,210,0.2451,0.7549
1991,1606-Blécherette,101,17,84,58.0,8,50,43,9,34,0.8317,0.1683
1991,17-Beaulieu/Grey/Boisy,5825,4988,837,2705.0,2224,481,3120,2764,356,0.1437,0.8563
1991,1701-Beaulieu,1,0,1,1.0,0,1,0,0,0,1.0,0.0
1991,1702-Bergières,2462,2049,413,1175.0,935,240,1287,1114,173,0.1677,0.8323
1991,1703-Pierrefleur,3362,2939,423,1529.0,1289,240,1833,1650,183,0.1258,0.8742
1991,2-Maupas/Valency,13504,8475,5029,6282.0,3476,2806,7222,4999,2223,0.3724,0.6276
1991,201-Maupas,2858,1573,1285,1364.0,650,714,1494,923,571,0.4496,0.5504
1991,202-Av. d'Echallens,3900,2078,1822,1882.0,857,1025,2018,1221,797,0.4672,0.5328
1991,203-Montétan,2279,1661,618,1043.0,689,354,1236,972,264,0.2712,0.7288
1991,204-Chablière,2554,1700,854,1191.0,721,470,1363,979,384,0.3344,0.6656
1991,205-Valency,1913,1463,450,802.0,559,243,1111,904,207,0.2352,0.7648
1991,3-Sébeillon/Malley,8513,4868,3645,4147.0,2115,2032,4366,2753,1613,0.4282,0.5718
1991,301-Av. de Morges,3102,1476,1626,1555.0,640,915,1547,836,711,0.5242,0.4758
1991,302-Rue de Sébeillon,23,19,4,12.0,11,1,11,8,3,0.1739,0.8261
1991,303-Tivoli,1843,1332,511,852.0,573,279,991,759,232,0.2773,0.7227
1991,304-Prélaz,2100,1145,955,999.0,473,526,1101,672,429,0.4548,0.5452
1991,305-Gare de Sébeillon,5,3,2,3.0,2,1,2,1,1,0.4,0.6
1991,306-Av. de Provence,4,4,0,2.0,2,0,2,2,0,0.0,1.0
1991,307-Malley,1436,889,547,724.0,414,310,712,475,237,0.3809,0.6191
1991,4-Montoie/Bourdonnette,6388,3896,2492,3039.0,1677,1362,3349,2219,1130,0.3901,0.6099
1991,401-Montoie,2892,1891,1001,1327.0,777,550,1565,1114,451,0.3461,0.6539
1991,402-Vallée de la Jeunesse,5,5,0,3.0,3,0,2,2,0,0.0,1.0
1991,403-Pyramides,1206,793,413,578.0,356,222,628,437,191,0.3425,0.6575
1991,404-Prés-de-Vidy,680,419,261,341.0,189,152,339,230,109,0.3838,0.6162
1991,405-Bourget,8,5,3,6.0,3,3,2,2,0,0.375,0.625
1991,406-Bourdonnette,1597,783,814,784.0,349,435,813,434,379,0.5097,0.4903
1991,5-Montriond/Cour,7237,5406,1831,3360.0,2327,1033,3877,3079,798,0.253,0.747
1991,501-Marc-Dufour,2659,2100,559,1246.0,920,326,1413,1180,233,0.2102,0.7898
1991,502-Milan,8,8,0,4.0,4,0,4,4,0,0.0,1.0
1991,503-Les Cèdres,71,41,30,36.0,18,18,35,23,12,0.4225,0.5775
1991,504-Cour,1868,1306,562,889.0,574,315,979,732,247,0.3009,0.6991
1991,505-Mont-d'Or,2626,1946,680,1182.0,808,374,1444,1138,306,0.2589,0.7411
1991,506-Bellerive,5,5,0,3.0,3,0,2,2,0,0.0,1.0
1991,6-Sous-Gare/Ouchy,10649,7738,2911,4945.0,3285,1660,5704,4453,1251,0.2734,0.7266
1991,601-Grancy,3613,2569,1044,1779.0,1155,624,1834,1414,420,0.289,0.711
1991,602-Harpe,4359,3376,983,1941.0,1389,552,2418,1987,431,0.2255,0.7745
1991,603-Av. d'Ouchy,1311,977,334,569.0,388,181,742,589,153,0.2548,0.7452
1991,604-Ouchy,1366,816,550,656.0,353,303,710,463,247,0.4026,0.5974
1991,7-Montchoisi,3685,2593,1092,1602.0,1044,558,2083,1549,534,0.2963,0.7037
1991,701-Montchoisi,3490,2445,1045,1513.0,977,536,1977,1468,509,0.2994,0.7006
1991,702-Elysée,195,148,47,89.0,67,22,106,81,25,0.241,0.759
1991,8-Florimont/Chissiez,5265,3721,1544,2394.0,1576,818,2871,2145,726,0.2933,0.7067
1991,801-Florimont,1787,1362,425,788.0,580,208,999,782,217,0.2378,0.7622
1991,802-Av. Rambert,1103,867,236,487.0,375,112,616,492,124,0.214,0.786
1991,803-Chissiez,2375,1492,883,1119.0,621,498,1256,871,385,0.3718,0.6282
1991,9-Mousquines/Bellevue,2462,1820,642,1126.0,811,315,1336,1009,327,0.2608,0.7392
1991,90-Zones foraines,2003,1490,513,1008.0,715,293,995,775,220,0.2561,0.7439
1991,901-Mon-Repos,136,108,28,64.0,48,16,72,60,12,0.2059,0.7941
1991,9010-Les Râpes,1549,1093,456,777.0,517,260,772,576,196,0.2944,0.7056
1991,902-Av. Secrétan,1674,1213,461,747.0,535,212,927,678,249,0.2754,0.7246
1991,9020-Montheron,126,121,5,61.0,58,3,65,63,2,0.0397,0.9603
1991,903-Ch. de la Vuachère,652,499,153,315.0,228,87,337,271,66,0.2347,0.7653
1991,9030-Vernand,328,276,52,170.0,140,30,158,136,22,0.1585,0.8415
1991,99-Adresses inconnues,266,243,23,161.0,139,22,105,104,1,0.0865,0.9135
1991,Ville de Lausanne,127118,87340,39778,59001.0,37231,21770,68117,50109,18008,0.3129,0.6871
1992,1-Centre,11217,7061,4156,5329.0,3050,2279,5888,4011,1877,0.3705,0.6295
1992,10-Vallon/Béthusy,6222,4113,2109,2746.0,1631,1115,3476,2482,994,0.339,0.661
1992,1001-Le Vallon,1426,721,705,737.0,354,383,689,367,322,0.4944,0.5056
1992,1002-Hôpitaux,388,294,94,130.0,81,49,258,213,45,0.2423,0.7577
1992,1003-Victor-Ruffy,2230,1568,662,958.0,627,331,1272,941,331,0.2969,0.7031
1992,1004-Béthusy,2178,1530,648,921.0,569,352,1257,961,296,0.2975,0.7025
1992,101-Rue Centrale,1969,1238,731,939.0,543,396,1030,695,335,0.3713,0.6287
1992,102-Chauderon,1986,1181,805,1016.0,555,461,970,626,344,0.4053,0.5947
1992,103-Flon,7,5,2,6.0,4,2,1,1,0,0.2857,0.7143
1992,104-Montbenon,162,143,19,66.0,58,8,96,85,11,0.1173,0.8827
1992,105-Gare/Petit-Chêne,1318,894,424,633.0,393,240,685,501,184,0.3217,0.6783
1992,106-Georgette,1076,737,339,478.0,307,171,598,430,168,0.3151,0.6849
1992,107-Avant-Poste,1419,1077,342,578.0,408,170,841,669,172,0.241,0.759
1992,108-Marterey,1751,960,791,828.0,396,432,923,564,359,0.4517,0.5483
1992,109-Cité,590,346,244,316.0,178,138,274,168,106,0.4136,0.5864
1992,11-Chailly/Rovéréaz,8513,6415,2098,3810.0,2755,1055,4703,3660,1043,0.2464,0.7536
1992,110-Riponne/Tunnel,939,480,459,469.0,208,261,470,272,198,0.4888,0.5112
1992,1101-Chailly,4323,2920,1403,1871.0,1178,693,2452,1742,710,0.3245,0.6755
1992,1102-Plaisante,1367,1142,225,624.0,507,117,743,635,108,0.1646,0.8354
1992,1103-Bois de Rovéréaz,73,48,25,36.0,23,13,37,25,12,0.3425,0.6575
1992,1104-Craivavers,644,544,100,317.0,264,53,327,280,47,0.1553,0.8447
1992,1105-Devin,2106,1761,345,962.0,783,179,1144,978,166,0.1638,0.8362
1992,12-Sallaz/Vennes/Séchaud,11710,8170,3540,5361.0,3535,1826,6349,4635,1714,0.3023,0.6977
1992,1201-La Sallaz,2891,1890,1001,1254.0,748,506,1637,1142,495,0.3462,0.6538
1992,1202-Vennes,1356,982,374,660.0,447,213,696,535,161,0.2758,0.7242
1992,1203-Route de Berne,1120,738,382,525.0,323,202,595,415,180,0.3411,0.6589
1992,1204-Valmont,946,649,297,441.0,293,148,505,356,149,0.314,0.686
1992,1205-Grangette,1273,972,301,549.0,435,114,724,537,187,0.2364,0.7636
1992,1206-Praz-Séchaud,1577,1277,300,741.0,568,173,836,709,127,0.1902,0.8098
1992,1207-Ch. des Roches,422,288,134,180.0,105,75,242,183,59,0.3175,0.6825
1992,1208-Grand-Vennes,2125,1374,751,1011.0,616,395,1114,758,356,0.3534,0.6466
1992,13-Sauvabelin,392,266,126,180.0,108,72,212,158,54,0.3214,0.6786
1992,1301-Sauvabelin,60,54,6,31.0,26,5,29,28,1,0.1,0.9
1992,1302-Pré-Fleuri,332,212,120,149.0,82,67,183,130,53,0.3614,0.6386
1992,14-Borde/Bellevaux,9471,6648,2823,4480.0,2932,1548,4991,3716,1275,0.2981,0.7019
1992,1401-Borde,2060,1060,1000,1026.0,479,547,1034,581,453,0.4854,0.5146
1992,1402-Rouvraie,2074,1739,335,979.0,792,187,1095,947,148,0.1615,0.8385
1992,1403-Bellevaux,4621,3267,1354,2123.0,1385,738,2498,1882,616,0.293,0.707
1992,1404-Rte du Signal,716,582,134,352.0,276,76,364,306,58,0.1872,0.8128
1992,15-Vinet/Pontaise,7139,4626,2513,3218.0,1825,1393,3921,2801,1120,0.352,0.648
1992,1501-Pré-du-Marché,1940,1268,672,822.0,475,347,1118,793,325,0.3464,0.6536
1992,1502-Valentin,2670,1859,811,1164.0,707,457,1506,1152,354,0.3037,0.6963
1992,1503-Pontaise,2529,1499,1030,1232.0,643,589,1297,856,441,0.4073,0.5927
1992,16-Bossons/Blécherette,6265,4460,1805,2961.0,1955,1006,3304,2505,799,0.2881,0.7119
1992,1602-Ancien-Stand,834,684,150,384.0,298,86,450,386,64,0.1799,0.8201
1992,1603-Bois-Mermet,30,21,9,16.0,9,7,14,12,2,0.3,0.7
1992,1604-Bois-Gentil,3251,2214,1037,1518.0,939,579,1733,1275,458,0.319,0.681
1992,1605-Bossons,2025,1524,501,981.0,701,280,1044,823,221,0.2474,0.7526
1992,1606-Blécherette,125,17,108,62.0,8,54,63,9,54,0.864,0.136
1992,17-Beaulieu/Grey/Boisy,5809,4963,846,2692.0,2215,477,3117,2748,369,0.1456,0.8544
1992,1702-Bergières,2473,2056,417,1186.0,946,240,1287,1110,177,0.1686,0.8314
1992,1703-Pierrefleur,3336,2907,429,1506.0,1269,237,1830,1638,192,0.1286,0.8714
1992,2-Maupas/Valency,13392,8386,5006,6210.0,3450,2760,7182,4936,2246,0.3738,0.6262
1992,201-Maupas,2914,1572,1342,1388.0,654,734,1526,918,608,0.4605,0.5395
1992,202-Av. d'Echallens,3847,2084,1763,1843.0,861,982,2004,1223,781,0.4583,0.5417
1992,203-Montétan,2240,1651,589,1007.0,688,319,1233,963,270,0.2629,0.7371
1992,204-Chablière,2495,1653,842,1168.0,703,465,1327,950,377,0.3375,0.6625
1992,205-Valency,1896,1426,470,804.0,544,260,1092,882,210,0.2479,0.7521
1992,3-Sébeillon/Malley,8385,4760,3625,4092.0,2083,2009,4293,2677,1616,0.4323,0.5677
1992,301-Av. de Morges,3055,1464,1591,1531.0,642,889,1524,822,702,0.5208,0.4792
1992,302-Rue de Sébeillon,24,17,7,12.0,10,2,12,7,5,0.2917,0.7083
1992,303-Tivoli,1856,1340,516,868.0,589,279,988,751,237,0.278,0.722
1992,304-Prélaz,2004,1085,919,960.0,452,508,1044,633,411,0.4586,0.5414
1992,305-Gare de Sébeillon,8,3,5,4.0,2,2,4,1,3,0.625,0.375
1992,306-Av. de Provence,9,9,0,5.0,5,0,4,4,0,0.0,1.0
1992,307-Malley,1429,842,587,712.0,383,329,717,459,258,0.4108,0.5892
1992,4-Montoie/Bourdonnette,6333,3848,2485,3005.0,1662,1343,3328,2186,1142,0.3924,0.6076
1992,401-Montoie,2831,1836,995,1286.0,764,522,1545,1072,473,0.3515,0.6485
1992,402-Vallée de la Jeunesse,14,13,1,9.0,8,1,5,5,0,0.0714,0.9286
1992,403-Pyramides,1209,798,411,569.0,345,224,640,453,187,0.34,0.66
1992,404-Prés-de-Vidy,670,397,273,344.0,180,164,326,217,109,0.4075,0.5925
1992,405-Bourget,11,5,6,8.0,3,5,3,2,1,0.5455,0.4545
1992,406-Bourdonnette,1598,799,799,789.0,362,427,809,437,372,0.5,0.5
1992,5-Montriond/Cour,7138,5338,1800,3318.0,2313,1005,3820,3025,795,0.2522,0.7478
1992,501-Marc-Dufour,2673,2102,571,1250.0,934,316,1423,1168,255,0.2136,0.7864
1992,502-Milan,2,2,0,1.0,1,0,1,1,0,0.0,1.0
1992,503-Les Cèdres,63,42,21,29.0,18,11,34,24,10,0.3333,0.6667
1992,504-Cour,1820,1288,532,871.0,567,304,949,721,228,0.2923,0.7077
1992,505-Mont-d'Or,2572,1899,673,1162.0,790,372,1410,1109,301,0.2617,0.7383
1992,506-Bellerive,8,5,3,5.0,3,2,3,2,1,0.375,0.625
1992,6-Sous-Gare/Ouchy,10507,7650,2857,4829.0,3259,1570,5678,4391,1287,0.2719,0.7281
1992,601-Grancy,3578,2597,981,1740.0,1176,564,1838,1421,417,0.2742,0.7258
1992,602-Harpe,4328,3315,1013,1921.0,1371,550,2407,1944,463,0.2341,0.7659
1992,603-Av. d'Ouchy,1290,968,322,547.0,380,167,743,588,155,0.2496,0.7504
1992,604-Ouchy,1311,770,541,621.0,332,289,690,438,252,0.4127,0.5873
1992,7-Montchoisi,3646,2550,1096,1577.0,1027,550,2069,1523,546,0.3006,0.6994
1992,701-Montchoisi,3451,2397,1054,1489.0,960,529,1962,1437,525,0.3054,0.6946
1992,702-Elysée,195,153,42,88.0,67,21,107,86,21,0.2154,0.7846
1992,8-Florimont/Chissiez,5178,3697,1481,2333.0,1564,769,2845,2133,712,0.286,0.714
1992,801-Florimont,1771,1362,409,767.0,571,196,1004,791,213,0.2309,0.7691
1992,802-Av. Rambert,1081,870,211,483.0,380,103,598,490,108,0.1952,0.8048
1992,803-Chissiez,2326,1465,861,1083.0,613,470,1243,852,391,0.3702,0.6298
1992,9-Mousquines/Bellevue,2433,1814,619,1118.0,815,303,1315,999,316,0.2544,0.7456
1992,90-Zones foraines,2059,1528,531,1025.0,739,286,1034,789,245,0.2579,0.7421
1992,901-Mon-Repos,125,101,24,56.0,44,12,69,57,12,0.192,0.808
1992,9010-Les Râpes,1599,1129,470,788.0,536,252,811,593,218,0.2939,0.7061
1992,902-Av. Secrétan,1653,1218,435,749.0,546,203,904,672,232,0.2632,0.7368
1992,9020-Montheron,132,117,15,67.0,56,11,65,61,4,0.1136,0.8864
1992,903-Ch. de la Vuachère,655,495,160,313.0,225,88,342,270,72,0.2443,0.7557
1992,9030-Vernand,328,282,46,170.0,147,23,158,135,23,0.1402,0.8598
1992,99-Adresses inconnues,249,212,37,159.0,127,32,90,85,5,0.1486,0.8514
1992,Ville de Lausanne,126058,86505,39553,58443.0,37045,21398,67615,49460,18155,0.3138,0.6862
1993,1-Centre,11166,6964,4202,5342.0,3030,2312,5824,3934,1890,0.3763,0.6237
1993,10-Vallon/Béthusy,6244,4118,2126,2751.0,1628,1123,3493,2490,1003,0.3405,0.6595
1993,1001-Le Vallon,1359,669,690,712.0,326,386,647,343,304,0.5077,0.4923
1993,1002-Hôpitaux,400,305,95,127.0,81,46,273,224,49,0.2375,0.7625
1993,1003-Victor-Ruffy,2247,1576,671,958.0,625,333,1289,951,338,0.2986,0.7014
1993,1004-Béthusy,2238,1568,670,954.0,596,358,1284,972,312,0.2994,0.7006
1993,101-Rue Centrale,1985,1242,743,954.0,554,400,1031,688,343,0.3743,0.6257
1993,102-Chauderon,1991,1181,810,1021.0,555,466,970,626,344,0.4068,0.5932
1993,103-Flon,12,5,7,7.0,4,3,5,1,4,0.5833,0.4167
1993,104-Montbenon,168,132,36,73.0,54,19,95,78,17,0.2143,0.7857
1993,105-Gare/Petit-Chêne,1279,861,418,622.0,380,242,657,481,176,0.3268,0.6732
1993,106-Georgette,1060,739,321,464.0,302,162,596,437,159,0.3028,0.6972
1993,107-Avant-Poste,1429,1074,355,583.0,407,176,846,667,179,0.2484,0.7516
1993,108-Marterey,1679,910,769,781.0,374,407,898,536,362,0.458,0.542
1993,109-Cité,608,364,244,342.0,191,151,266,173,93,0.4013,0.5987
1993,11-Chailly/Rovéréaz,8441,6401,2040,3794.0,2770,1024,4647,3631,1016,0.2417,0.7583
1993,110-Riponne/Tunnel,955,456,499,495.0,209,286,460,247,213,0.5225,0.4775
1993,1101-Chailly,4279,2909,1370,1854.0,1179,675,2425,1730,695,0.3202,0.6798
1993,1102-Plaisante,1353,1130,223,629.0,509,120,724,621,103,0.1648,0.8352
1993,1103-Bois de Rovéréaz,76,51,25,37.0,23,14,39,28,11,0.3289,0.6711
1993,1104-Craivavers,659,559,100,326.0,273,53,333,286,47,0.1517,0.8483
1993,1105-Devin,2074,1752,322,948.0,786,162,1126,966,160,0.1553,0.8447
1993,12-Sallaz/Vennes/Séchaud,11650,8076,3574,5359.0,3521,1838,6291,4555,1736,0.3068,0.6932
1993,1201-La Sallaz,2835,1836,999,1235.0,725,510,1600,1111,489,0.3524,0.6476
1993,1202-Vennes,1374,981,393,676.0,452,224,698,529,169,0.286,0.714
1993,1203-Route de Berne,1100,734,366,516.0,318,198,584,416,168,0.3327,0.6673
1993,1204-Valmont,916,608,308,422.0,268,154,494,340,154,0.3362,0.6638
1993,1205-Grangette,1338,1044,294,598.0,480,118,740,564,176,0.2197,0.7803
1993,1206-Praz-Séchaud,1587,1232,355,748.0,552,196,839,680,159,0.2237,0.7763
1993,1207-Ch. des Roches,422,287,135,178.0,111,67,244,176,68,0.3199,0.6801
1993,1208-Grand-Vennes,2078,1354,724,986.0,615,371,1092,739,353,0.3484,0.6516
1993,13-Sauvabelin,420,280,140,190.0,112,78,230,168,62,0.3333,0.6667
1993,1301-Sauvabelin,66,56,10,34.0,26,8,32,30,2,0.1515,0.8485
1993,1302-Pré-Fleuri,354,224,130,156.0,86,70,198,138,60,0.3672,0.6328
1993,14-Borde/Bellevaux,9495,6514,2981,4501.0,2875,1626,4994,3639,1355,0.314,0.686
1993,1401-Borde,2115,1035,1080,1049.0,474,575,1066,561,505,0.5106,0.4894
1993,1402-Rouvraie,2078,1736,342,988.0,795,193,1090,941,149,0.1646,0.8354
1993,1403-Bellevaux,4606,3190,1416,2117.0,1344,773,2489,1846,643,0.3074,0.6926
1993,1404-Rte du Signal,696,553,143,347.0,262,85,349,291,58,0.2055,0.7945
1993,15-Vinet/Pontaise,7030,4483,2547,3169.0,1769,1400,3861,2714,1147,0.3623,0.6377
1993,1501-Pré-du-Marché,1913,1211,702,827.0,455,372,1086,756,330,0.367,0.633
1993,1502-Valentin,2617,1783,834,1151.0,687,464,1466,1096,370,0.3187,0.6813
1993,1503-Pontaise,2500,1489,1011,1191.0,627,564,1309,862,447,0.4044,0.5956
1993,16-Bossons/Blécherette,6368,4437,1931,2995.0,1917,1078,3373,2520,853,0.3032,0.6968
1993,1602-Ancien-Stand,852,663,189,390.0,284,106,462,379,83,0.2218,0.7782
1993,1603-Bois-Mermet,32,23,9,17.0,11,6,15,12,3,0.2812,0.7188
1993,1604-Bois-Gentil,3292,2220,1072,1517.0,925,592,1775,1295,480,0.3256,0.6744
1993,1605-Bossons,2048,1513,535,991.0,688,303,1057,825,232,0.2612,0.7388
1993,1606-Blécherette,144,18,126,80.0,9,71,64,9,55,0.875,0.125
1993,17-Beaulieu/Grey/Boisy,5801,4963,838,2688.0,2220,468,3113,2743,370,0.1445,0.8555
1993,1702-Bergières,2486,2063,423,1195.0,957,238,1291,1106,185,0.1702,0.8298
1993,1703-Pierrefleur,3315,2900,415,1493.0,1263,230,1822,1637,185,0.1252,0.8748
1993,2-Maupas/Valency,13310,8166,5144,6194.0,3348,2846,7116,4818,2298,0.3865,0.6135
1993,201-Maupas,2893,1525,1368,1394.0,649,745,1499,876,623,0.4729,0.5271
1993,202-Av. d'Echallens,3822,2035,1787,1825.0,825,1000,1997,1210,787,0.4676,0.5324
1993,203-Montétan,2203,1609,594,1004.0,677,327,1199,932,267,0.2696,0.7304
1993,204-Chablière,2513,1598,915,1183.0,674,509,1330,924,406,0.3641,0.6359
1993,205-Valency,1879,1399,480,788.0,523,265,1091,876,215,0.2555,0.7445
1993,3-Sébeillon/Malley,8171,4588,3583,4001.0,2043,1958,4170,2545,1625,0.4385,0.5615
1993,301-Av. de Morges,2986,1452,1534,1493.0,660,833,1493,792,701,0.5137,0.4863
1993,302-Rue de Sébeillon,24,17,7,12.0,10,2,12,7,5,0.2917,0.7083
1993,303-Tivoli,1826,1281,545,863.0,566,297,963,715,248,0.2985,0.7015
1993,304-Prélaz,1916,1014,902,929.0,424,505,987,590,397,0.4708,0.5292
1993,305-Gare de Sébeillon,11,2,9,6.0,1,5,5,1,4,0.8182,0.1818
1993,306-Av. de Provence,5,5,0,3.0,3,0,2,2,0,0.0,1.0
1993,307-Malley,1403,817,586,695.0,379,316,708,438,270,0.4177,0.5823
1993,4-Montoie/Bourdonnette,6375,3779,2596,3010.0,1617,1393,3365,2162,1203,0.4072,0.5928
1993,401-Montoie,2828,1818,1010,1271.0,736,535,1557,1082,475,0.3571,0.6429
1993,402-Vallée de la Jeunesse,13,10,3,9.0,6,3,4,4,0,0.2308,0.7692
1993,403-Pyramides,1239,779,460,594.0,352,242,645,427,218,0.3713,0.6287
1993,404-Prés-de-Vidy,656,388,268,325.0,168,157,331,220,111,0.4085,0.5915
1993,405-Bourget,14,8,6,10.0,5,5,4,3,1,0.4286,0.5714
1993,406-Bourdonnette,1625,776,849,801.0,350,451,824,426,398,0.5225,0.4775
1993,5-Montriond/Cour,7130,5210,1920,3354.0,2299,1055,3776,2911,865,0.2693,0.7307
1993,501-Marc-Dufour,2633,2025,608,1233.0,896,337,1400,1129,271,0.2309,0.7691
1993,502-Milan,2,2,0,1.0,1,0,1,1,0,0.0,1.0
1993,503-Les Cèdres,152,83,69,88.0,49,39,64,34,30,0.4539,0.5461
1993,504-Cour,1831,1272,559,881.0,570,311,950,702,248,0.3053,0.6947
1993,505-Mont-d'Or,2506,1824,682,1148.0,781,367,1358,1043,315,0.2721,0.7279
1993,506-Bellerive,6,4,2,3.0,2,1,3,2,1,0.3333,0.6667
1993,6-Sous-Gare/Ouchy,10385,7572,2813,4790.0,3256,1534,5595,4316,1279,0.2709,0.7291
1993,601-Grancy,3526,2562,964,1716.0,1175,541,1810,1387,423,0.2734,0.7266
1993,602-Harpe,4260,3288,972,1891.0,1356,535,2369,1932,437,0.2282,0.7718
1993,603-Av. d'Ouchy,1289,944,345,558.0,378,180,731,566,165,0.2676,0.7324
1993,604-Ouchy,1310,778,532,625.0,347,278,685,431,254,0.4061,0.5939
1993,7-Montchoisi,3569,2485,1084,1558.0,1010,548,2011,1475,536,0.3037,0.6963
1993,701-Montchoisi,3377,2335,1042,1466.0,943,523,1911,1392,519,0.3086,0.6914
1993,702-Elysée,192,150,42,92.0,67,25,100,83,17,0.2188,0.7812
1993,8-Florimont/Chissiez,5190,3696,1494,2307.0,1554,753,2883,2142,741,0.2879,0.7121
1993,801-Florimont,1795,1388,407,768.0,584,184,1027,804,223,0.2267,0.7733
1993,802-Av. Rambert,1094,870,224,489.0,380,109,605,490,115,0.2048,0.7952
1993,803-Chissiez,2301,1438,863,1050.0,590,460,1251,848,403,0.3751,0.6249
1993,9-Mousquines/Bellevue,2390,1776,614,1082.0,787,295,1308,989,319,0.2569,0.7431
1993,90-Zones foraines,2095,1621,474,1060.0,806,254,1035,815,220,0.2263,0.7737
1993,901-Mon-Repos,127,107,20,56.0,46,10,71,61,10,0.1575,0.8425
1993,9010-Les Râpes,1644,1224,420,823.0,600,223,821,624,197,0.2555,0.7445
1993,902-Av. Secrétan,1664,1224,440,757.0,550,207,907,674,233,0.2644,0.7356
1993,9020-Montheron,136,120,16,71.0,58,13,65,62,3,0.1176,0.8824
1993,903-Ch. de la Vuachère,599,445,154,269.0,191,78,330,254,76,0.2571,0.7429
1993,9030-Vernand,315,277,38,166.0,148,18,149,129,20,0.1206,0.8794
1993,99-Adresses inconnues,227,182,45,146.0,106,40,81,76,5,0.1982,0.8018
1993,Ville de Lausanne,125457,85311,40146,58291.0,36668,21623,67166,48643,18523,0.32,0.68
1994,1-Centre,11039,6989,4050,5270.0,3059,2211,5769,3930,1839,0.3669,0.6331
1994,10-Vallon/Béthusy,6289,4151,2138,2775.0,1654,1121,3514,2497,1017,0.34,0.66
1994,1001-Le Vallon,1367,655,712,713.0,320,393,654,335,319,0.5208,0.4792
1994,1002-Hôpitaux,435,337,98,137.0,91,46,298,246,52,0.2253,0.7747
1994,1003-Victor-Ruffy,2257,1574,683,982.0,632,350,1275,942,333,0.3026,0.6974
1994,1004-Béthusy,2230,1585,645,943.0,611,332,1287,974,313,0.2892,0.7108
1994,101-Rue Centrale,1938,1249,689,949.0,567,382,989,682,307,0.3555,0.6445
1994,102-Chauderon,1965,1152,813,987.0,544,443,978,608,370,0.4137,0.5863
1994,103-Flon,11,5,6,5.0,3,2,6,2,4,0.5455,0.4545
1994,104-Montbenon,168,128,40,74.0,54,20,94,74,20,0.2381,0.7619
1994,105-Gare/Petit-Chêne,1279,877,402,618.0,388,230,661,489,172,0.3143,0.6857
