year,district,establishments,jobs_total,jobs_men,jobs_women,fte_total,fte_men,fte_women,pct_jobs_women,pct_fte_women,gender_fte_gap
2021,11 - Chailly/Rovéréaz,463,2730.0,1081,1649.0,2001.1878430000015,876.2646583000004,1124.923184700001,0.604,0.5621,0.0419
2021,12 - Sallaz/Vennes/Séchaud,651,8505.0,4509,3996.0,6962.224318099996,4040.9443356999973,2921.2799823999985,0.4698,0.4196,0.0502
2021,13 - Sauvabelin,34,482.0,219,263.0,410.0935709,203.49845960000005,206.59511129999993,0.5456,0.5038,0.0418
2021,14 - Borde/Bellevaux,443,2321.0,1197,1124.0,1811.0439622999997,1050.2399126999996,760.8040496000001,0.4843,0.4201,0.0642
2021,15 - Vinet/Pontaise,589,3331.0,1359,1972.0,2449.8187831000014,1108.9715894000012,1340.8471937,0.592,0.5473,0.0447
2021,16 - Bossons/Blécherette,360,3370.0,1725,1645.0,2732.3660010000003,1509.330273099999,1223.0357279000013,0.4881,0.4476,0.0405
2021,17 - Beaulieu/Grey/Boisy,270,1416.0,599,817.0,1058.7710778,500.85917229999984,557.9119055000002,0.577,0.5269,0.0501
2021,2 - Maupas/Valency,856,3871.0,1653,2218.0,2888.386256700003,1368.0632489000025,1520.3230078000004,0.573,0.5264,0.0466
2021,3 - Sébeillon/Malley,1033,10812.0,6269,4543.0,8630.158304799997,5383.378811099998,3246.7794937000003,0.4202,0.3762,0.044
2021,4 - Montoie/Bourdonnette,360,3205.0,1512,1693.0,2576.754771000001,1329.8662834000004,1246.8884876000006,0.5282,0.4839,0.0443
2021,5 - Montriond/Cour,556,7136.0,3721,3415.0,6162.6222972999985,3375.9410622000005,2786.6812350999976,0.4786,0.4522,0.0264
2021,6 - Sous-Gare/Ouchy,1201,8834.0,4530,4304.0,7063.1414424999975,3896.5752117999955,3166.566230700002,0.4872,0.4483,0.0389
2021,7 - Montchoisi,214,1256.0,516,740.0,977.6889487000001,436.50974620000005,541.1792025,0.5892,0.5535,0.0357
2021,8 - Florimont/Chissiez,368,1522.0,686,836.0,1184.5781283999995,579.5702251999993,605.0079032000001,0.5493,0.5107,0.0386
2021,9 - Mousquines/Bellevue,175,1546.0,722,824.0,1237.0570323000002,621.1287476000001,615.9282847000001,0.533,0.4979,0.0351
2021,90 - Zones foraines,283,4108.0,2178,1930.0,3247.6410868000016,1901.7651619999995,1345.8759248000022,0.4698,0.4144,0.0554
2021,Ville de Lausanne,13366,127489.0,60741,66748.0,100486.9937719,52416.165001100046,48070.828770799955,0.5236,0.4784,0.0452
2022,1 - Centre,5123,50519.0,24544,25975.0,38983.69952760003,20901.92071720002,18081.77881040001,0.5142,0.4638,0.0504
2022,10 - Vallon/Béthusy,446,13389.0,4562,8827.0,11030.786478900007,4064.171707999998,6966.614770900009,0.6593,0.6316,0.0277
2022,11 - Chailly/Rovéréaz,477,2755.0,1162,1593.0,2004.8491664999965,937.9845114999981,1066.8646549999983,0.5782,0.5321,0.0461
2022,12 - Sallaz/Vennes/Séchaud,695,8706.0,4599,4107.0,7057.994657299998,4063.675458799998,2994.3191985000003,0.4717,0.4242,0.0475
2022,13 - Sauvabelin,37,504.0,228,276.0,442.07009890000006,212.26085480000006,229.80924409999997,0.5476,0.5198,0.0278
2022,14 - Borde/Bellevaux,455,2386.0,1270,1116.0,1855.9117030999985,1101.6227459999989,754.2889570999996,0.4677,0.4064,0.0613
2022,15 - Vinet/Pontaise,586,3335.0,1348,1987.0,2396.2537118999976,1068.8821825999994,1327.3715292999982,0.5958,0.5539,0.0419
2022,16 - Bossons/Blécherette,375,3847.0,2063,1784.0,3089.392766599999,1756.9062713000008,1332.4864952999985,0.4637,0.4313,0.0324
2022,17 - Beaulieu/Grey/Boisy,288,1502.0,649,853.0,1120.6861696,526.8801670000003,593.8060025999998,0.5679,0.5299,0.038
2022,2 - Maupas/Valency,860,3837.0,1679,2158.0,2854.174107799996,1372.6277486999993,1481.5463590999964,0.5624,0.5191,0.0433
2022,3 - Sébeillon/Malley,1045,11074.0,6336,4738.0,8793.288331100017,5451.459154200008,3341.829176900009,0.4278,0.38,0.0478
2022,4 - Montoie/Bourdonnette,376,3329.0,1546,1783.0,2673.4129632,1345.9043335000006,1327.5086296999993,0.5356,0.4966,0.039
2022,5 - Montriond/Cour,581,7847.0,4085,3762.0,6817.035640699998,3748.504894899999,3068.5307457999997,0.4794,0.4501,0.0293
2022,6 - Sous-Gare/Ouchy,1192,9297.0,4715,4582.0,7451.170200900002,4041.7370222999984,3409.4331786000034,0.4928,0.4576,0.0352
2022,7 - Montchoisi,220,1350.0,568,782.0,1043.7163872,472.5115467000001,571.2048404999999,0.5793,0.5473,0.032
2022,8 - Florimont/Chissiez,367,1546.0,707,839.0,1200.8649014999999,594.2623032000001,606.6025982999997,0.5427,0.5051,0.0376
2022,9 - Mousquines/Bellevue,177,1522.0,697,825.0,1239.8195418999999,611.8614388999999,627.9581029999999,0.542,0.5065,0.0355
2022,90 - Zones foraines,298,4159.0,2253,1906.0,3303.2256405,1954.4746194,1348.7510211000001,0.4583,0.4083,0.05
2022,Ville de Lausanne,13598,130904.0,63011,67893.0,103358.35199520002,54227.647679000016,49130.70431620002,0.5186,0.4753,0.0433
2023,1 - Centre,5171,49767.0,23829,25938.0,38181.15257380022,20045.431590300024,18135.720983500083,0.5212,0.475,0.0462
2023,10 - Vallon/Béthusy,451,13356.0,4526,8830.0,11033.445350500007,4015.8365395999954,7017.608810899992,0.6611,0.636,0.0251
2023,11 - Chailly/Rovéréaz,475,2766.0,1044,1722.0,1973.7691574000003,826.3009770000007,1147.4681804000006,0.6226,0.5814,0.0412
2023,12 - Sallaz/Vennes/Séchaud,732,8906.0,4712,4194.0,7120.900253199981,4058.4625135999927,3062.437739600004,0.4709,0.4301,0.0408
2023,13 - Sauvabelin,34,472.0,202,270.0,414.01055249999996,188.3550199,225.65553260000004,0.572,0.545,0.027
2023,14 - Borde/Bellevaux,453,2456.0,1263,1193.0,1933.7381487999985,1105.4734826999997,828.2646661,0.4857,0.4283,0.0574
2023,15 - Vinet/Pontaise,617,3321.0,1353,1968.0,2387.117140500003,1053.215652899999,1333.901487600001,0.5926,0.5588,0.0338
2023,16 - Bossons/Blécherette,401,4157.0,2245,1912.0,3357.2312360000005,1902.5792622000017,1454.6519738000004,0.4599,0.4333,0.0266
2023,17 - Beaulieu/Grey/Boisy,299,2050.0,929,1121.0,1582.5277546000007,786.3453406999995,796.1824138999999,0.5468,0.5031,0.0437
2023,2 - Maupas/Valency,865,3866.0,1651,2215.0,2825.4803603000028,1325.4340442000023,1500.0463160999993,0.5729,0.5309,0.042
2023,3 - Sébeillon/Malley,1030,10776.0,6241,4535.0,8516.693667399968,5287.525158699994,3229.168508700007,0.4208,0.3792,0.0416
2023,4 - Montoie/Bourdonnette,396,3848.0,1725,2123.0,3109.689657700004,1497.150857799999,1612.5387999000002,0.5517,0.5186,0.0331
2023,5 - Montriond/Cour,591,8159.0,4237,3922.0,7124.063673299973,3885.5842992999915,3238.4793739999977,0.4807,0.4546,0.0261
2023,6 - Sous-Gare/Ouchy,1206,9602.0,4894,4708.0,7737.0939727999585,4207.259101199976,3529.8348716000014,0.4903,0.4562,0.0341
2023,7 - Montchoisi,229,1419.0,604,815.0,1088.5244609,496.5338206000002,591.9906403,0.5743,0.5438,0.0305
2023,8 - Florimont/Chissiez,368,1523.0,692,831.0,1163.5729780999989,572.2293387000008,591.3436394000001,0.5456,0.5082,0.0374
2023,9 - Mousquines/Bellevue,184,1546.0,715,831.0,1246.1475398000014,613.5181101999995,632.6294295999998,0.5375,0.5077,0.0298
2023,90 - Zones foraines,293,3991.0,2212,1779.0,3222.5549200999985,1907.6600228000016,1314.894897300001,0.4458,0.408,0.0378
2023,Ville de Lausanne,13795,131981.0,63074,68907.0,104017.71339770012,53774.89513239998,50242.81826530009,0.5221,0.483,0.0391
